FILENAME        | OBJECT                    | DATE-OBS               | MJD           | LAMP       | EXPOSURE   | SLIT WIDTH   | AIRMASS  
AF507080.fits   | Object5                   | 2018-09-17T22:56:09.4  |  58378.955664 | NO         |      600.0 | 1.69         |    1.038 
AF507081.fits   | Object5                   | 2018-09-17T23:09:35.6  |  58378.964996 | NO         |      600.0 | 1.69         |    1.034 
AF507082.fits   | Object5                   | 2018-09-17T23:19:43.5  |  58378.972031 | NO         |      600.0 | 1.69         |    1.031 
****************************************************************************************************************************************
AF507083.fits   | Object6_AQUISITION        | 2018-09-17T23:36:57.6  |     58378.984 | NO         |        3.0 | NONE         |    1.221 
AF507084.fits   | Object6_AQUISITION        | 2018-09-17T23:38:06.0  |  58378.984791 | NO         |        3.0 | NONE         |    1.219 
AF507085.fits   | Object6_AQUISITION        | 2018-09-17T23:38:55.2  |  58378.985361 | NO         |        3.0 | NONE         |    1.218 
AF507086.fits   | Object6_AQUISITION        | 2018-09-17T23:39:55.9  |  58378.986064 | NO         |        3.0 | NONE         |    1.216 
****************************************************************************************************************************************
AF507087.fits   | Object6_SLIT              | 2018-09-17T23:41:12.1  |  58378.986946 | NO         |        3.0 | 1.69         |    1.214 
****************************************************************************************************************************************
AF507088.fits   | Object6_SPECTRUM          | 2018-09-17T23:42:41.3  |  58378.987978 | NO         |      600.0 | 1.69         |    1.212 
****************************************************************************************************************************************
AF507089.fits   | Object6_SLIT              | 2018-09-18T00:36:49.1  |  58379.025568 | NO         |        3.0 | NONE         |     1.16 
AF507090.fits   | Object6_SLIT              | 2018-09-18T00:38:14.9  |  58379.026561 | NO         |        3.0 | NONE         |    1.159 
AF507091.fits   | Object6_SLIT              | 2018-09-18T00:39:41.8  |  58379.027567 | NO         |        3.0 | NONE         |    1.159 
****************************************************************************************************************************************
AF507092.fits   | Object6_SPECTRUM          | 2018-09-18T00:41:28.2  |  58379.028798 | NO         |      600.0 | 1.69         |    1.158 
****************************************************************************************************************************************
AF507093.fits   | Object6_SLIT              | 2018-09-18T00:51:44.1  |  58379.035927 | NO         |        3.0 | 1.69         |    1.155 
****************************************************************************************************************************************
AF507094.fits   | Object6_SPECTRUM          | 2018-09-18T00:52:02.9  |  58379.036145 | NO         |      600.0 | 1.69         |    1.155 
****************************************************************************************************************************************
AF507095.fits   | Object6_SLIT              | 2018-09-18T01:02:19.9  |  58379.043286 | NO         |        3.0 | 1.69         |    1.154 
****************************************************************************************************************************************
AF507096.fits   | Object6_SPECTRUM          | 2018-09-18T01:03:15.9  |  58379.043935 | NO         |      600.0 | 1.69         |    1.154 
****************************************************************************************************************************************
AF507097.fits   | Object7_SLIT              | 2018-09-18T01:20:13.7  |  58379.055714 | NO         |        3.0 | NONE         |    1.026 
AF507098.fits   | Object7_SLIT              | 2018-09-18T01:21:54.0  |  58379.056875 | NO         |        3.0 | NONE         |    1.026 
AF507099.fits   | Object7_SLIT              | 2018-09-18T01:23:51.2  |  58379.058232 | NO         |        3.0 | NONE         |    1.027 
AF507100.fits   | Object7_SLIT              | 2018-09-18T01:25:37.0  |  58379.059456 | NO         |        3.0 | 1.69         |    1.027 
****************************************************************************************************************************************
AF507101.fits   | Object7                   | 2018-09-18T01:26:47.9  |  58379.060277 | NO         |      600.0 | 1.69         |    1.027 
AF507102.fits   | Object7                   | 2018-09-18T01:36:54.7  |  58379.067299 | NO         |      600.0 | 1.69         |    1.031 
AF507103.fits   | Object7                   | 2018-09-18T01:47:11.0  |  58379.074432 | NO         |      600.0 | 1.69         |    1.035 
****************************************************************************************************************************************
AF507104.fits   | Object8_AQUISITION        | 2018-09-18T02:04:25.8  |   58379.08641 | NO         |        3.0 | NONE         |    1.002 
AF507105.fits   | Object8_AQUISITION        | 2018-09-18T02:08:35.9  |  58379.089304 | NO         |        3.0 | NONE         |    1.003 
AF507106.fits   | Object8_AQUISITION        | 2018-09-18T02:11:21.4  |   58379.09122 | NO         |        3.0 | NONE         |    1.003 
AF507107.fits   | Object8_SLITIMAGE         | 2018-09-18T02:15:06.0  |  58379.093819 | NO         |        3.0 | 1.69         |    1.004 
****************************************************************************************************************************************
AF507108.fits   | Object8-SPECTRUM          | 2018-09-18T02:17:39.8  |    58379.0956 | NO         |      600.0 | 1.69         |    1.005 
AF507109.fits   | Object8-SPECTRUM          | 2018-09-18T02:28:37.9  |  58379.103216 | NO         |      600.0 | 1.69         |    1.008 
AF507110.fits   | Object8-SPECTRUM          | 2018-09-18T02:38:45.9  |  58379.110254 | NO         |      600.0 | 1.69         |    1.013
